Ticker,Bucket #,Bucket Start Time,Bucket Start Time Formatted,Bucket Price,Bucket Size,Number Trades,Total Volume,Buy Volume,Sell Volume,StDev,VPIN Roll Forward50
ESM10,0,9000,2010-05-04 02:30:00,168758.25,31106,10726,31106,16216,14890,1409047.342936601,
ESM10,1,12600,2010-05-04 03:30:00,425473.75,31106,11371,31106,16403,14703,1409047.342936601,
ESM10,2,14820,2010-05-04 04:07:00,1082254.5,31106,11955,31106,16719,14387,1409047.342936601,
ESM10,3,17040,2010-05-04 04:44:00,193097.25,31106,9990,31106,16368,14738,1409047.342936601,
ESM10,4,21240,2010-05-04 05:54:00,-134951.75,31106,8826,31106,15963,15143,1409047.342936601,
ESM10,5,24060,2010-05-04 06:41:00,330523.75,31106,8585,31106,16237,14869,1409047.342936601,
ESM10,6,24540,2010-05-04 06:49:00,-44275.5,31106,6469,31106,16775,14331,1409047.342936601,
ESM10,7,25860,2010-05-04 07:11:00,-110234.25,31106,7601,31106,15524,15582,1409047.342936601,
ESM10,8,27360,2010-05-04 07:36:00,323848.25,31106,7567,31106,16373,14733,1409047.342936601,
ESM10,9,28500,2010-05-04 07:55:00,1372723.5,31106,7874,31106,18317,12789,1409047.342936601,
ESM10,10,28980,2010-05-04 08:03:00,348083.5,31106,7534,31106,16066,15040,1409047.342936601,
ESM10,11,29640,2010-05-04 08:14:00,180678.5,31106,5712,31106,16782,14324,1409047.342936601,
ESM10,12,30420,2010-05-04 08:27:00,-16768.0,31106,6792,31106,15288,15818,1409047.342936601,
ESM10,13,30600,2010-05-04 08:30:00,5595831.0,31106,7267,31106,27153,3953,1409047.342936601,
ESM10,14,30720,2010-05-04 08:32:00,2716851.25,31106,11619,31106,11148,19958,1409047.342936601,
ESM10,15,30840,2010-05-04 08:34:00,-750554.25,31106,9299,31106,14633,16473,1409047.342936601,
ESM10,16,30960,2010-05-04 08:36:00,373435.25,31106,9179,31106,16585,14521,1409047.342936601,
ESM10,17,31020,2010-05-04 08:37:00,1687064.75,31106,8041,31106,23294,7812,1409047.342936601,
ESM10,18,31080,2010-05-04 08:38:00,1736083.0,31106,9517,31106,21957,9149,1409047.342936601,
ESM10,19,31200,2010-05-04 08:40:00,-592556.75,31106,12378,31106,12426,18680,1409047.342936601,
ESM10,20,31320,2010-05-04 08:42:00,-1110023.25,31106,10102,31106,12602,18504,1409047.342936601,
ESM10,21,31440,2010-05-04 08:44:00,645444.25,31106,8472,31106,20372,10734,1409047.342936601,
ESM10,22,31560,2010-05-04 08:46:00,641914.75,31106,9346,31106,12011,19095,1409047.342936601,
ESM10,23,31740,2010-05-04 08:49:00,-322508.5,31106,8822,31106,14675,16431,1409047.342936601,
ESM10,24,31920,2010-05-04 08:52:00,179377.25,31106,8000,31106,15728,15378,1409047.342936601,
ESM10,25,32160,2010-05-04 08:56:00,-324315.0,31106,7808,31106,15680,15426,1409047.342936601,
ESM10,26,32340,2010-05-04 08:59:00,201835.0,31106,6771,31106,18054,13052,1409047.342936601,
ESM10,27,32520,2010-05-04 09:02:00,301551.0,31106,7457,31106,18176,12930,1409047.342936601,
ESM10,28,32640,2010-05-04 09:04:00,2099349.25,31106,6317,31106,21900,9206,1409047.342936601,
ESM10,29,32820,2010-05-04 09:07:00,-348074.0,31106,8992,31106,13440,17666,1409047.342936601,
ESM10,30,32940,2010-05-04 09:09:00,2147200.75,31106,7228,31106,23401,7705,1409047.342936601,
ESM10,31,33120,2010-05-04 09:12:00,-1008796.5,31106,9582,31106,16763,14343,1409047.342936601,
ESM10,32,33240,2010-05-04 09:14:00,-1232439.5,31106,5790,31106,12362,18744,1409047.342936601,
ESM10,33,33480,2010-05-04 09:18:00,-587902.25,31106,9309,31106,16162,14944,1409047.342936601,
ESM10,34,33660,2010-05-04 09:21:00,-2592.75,31106,7962,31106,19080,12026,1409047.342936601,
ESM10,35,33900,2010-05-04 09:25:00,-595776.75,31106,9344,31106,12044,19062,1409047.342936601,
ESM10,36,34140,2010-05-04 09:29:00,811097.0,31106,8695,31106,18345,12761,1409047.342936601,
ESM10,37,34320,2010-05-04 09:32:00,-315559.25,31106,6840,31106,14975,16131,1409047.342936601,
ESM10,38,34440,2010-05-04 09:34:00,5523305.0,31106,9437,31106,26481,4625,1409047.342936601,
ESM10,39,34500,2010-05-04 09:35:00,3969559.25,31106,11201,31106,20221,10885,1409047.342936601,
ESM10,40,34620,2010-05-04 09:37:00,-2551421.25,31106,11917,31106,6557,24549,1409047.342936601,
ESM10,41,34680,2010-05-04 09:38:00,1921033.75,31106,8161,31106,23281,7825,1409047.342936601,
ESM10,42,34800,2010-05-04 09:40:00,-1112017.0,31106,9684,31106,12883,18223,1409047.342936601,
ESM10,43,34920,2010-05-04 09:42:00,106274.25,31106,7497,31106,15081,16025,1409047.342936601,
ESM10,44,35040,2010-05-04 09:44:00,-839040.0,31106,7038,31106,16962,14144,1409047.342936601,
ESM10,45,35280,2010-05-04 09:48:00,-2408020.5,31106,6487,31106,14578,16528,1409047.342936601,
ESM10,46,35520,2010-05-04 09:52:00,1021572.0,31106,6552,31106,17302,13804,1409047.342936601,
ESM10,47,35760,2010-05-04 09:56:00,2762761.0,31106,9207,31106,18778,12328,1409047.342936601,
ESM10,48,35820,2010-05-04 09:57:00,2246211.5,31106,6890,31106,22839,8267,1409047.342936601,
ESM10,49,35940,2010-05-04 09:59:00,-1555871.5,31106,9127,31106,13607,17499,1409047.342936601,
ESM10,50,36120,2010-05-04 10:02:00,-900593.5,31106,8840,31106,12873,18233,1409047.342936601,0.190382562849611
ESM10,51,36180,2010-05-04 10:03:00,2003456.75,31106,5927,31106,22628,8478,1409047.342936601,0.19297627467369638
ESM10,52,36300,2010-05-04 10:05:00,2472654.5,31106,10201,31106,18738,12368,1409047.342936601,0.20098116119076706
ESM10,53,36360,2010-05-04 10:06:00,2048992.0,31106,8819,31106,18375,12731,1409047.342936601,0.20357744486594226
ESM10,54,36480,2010-05-04 10:08:00,-3790323.75,31106,8282,31106,5632,25474,1409047.342936601,0.20615829743457853
ESM10,55,36780,2010-05-04 10:13:00,-1623223.75,31106,7741,31106,14692,16414,1409047.342936601,0.21838873529222658
ESM10,56,36960,2010-05-04 10:16:00,1972345.75,31106,6970,31106,20903,10203,1409047.342936601,0.21861634411367581
ESM10,57,37200,2010-05-04 10:20:00,470515.5,31106,8101,31106,18706,12400,1409047.342936601,0.22392464476306823
ESM10,58,37500,2010-05-04 10:25:00,-382937.5,31106,7345,31106,15349,15757,1409047.342936601,0.22794187616537004
ESM10,59,37740,2010-05-04 10:29:00,978246.0,31106,6592,31106,18214,12892,1409047.342936601,0.22714974602970489
ESM10,60,38040,2010-05-04 10:34:00,-89652.5,31106,8383,31106,17536,13570,1409047.342936601,0.22701729569857906
ESM10,61,38340,2010-05-04 10:39:00,151124.0,31106,6728,31106,16921,14185,1409047.342936601,0.22890760624959816
ESM10,62,38640,2010-05-04 10:44:00,359628.25,31106,7294,31106,17158,13948,1409047.342936601,0.22908634990034077
ESM10,63,39180,2010-05-04 10:53:00,519663.25,31106,8524,31106,17160,13946,1409047.342936601,0.23080949013052143
ESM10,64,39840,2010-05-04 11:04:00,-561071.5,31106,6856,31106,16212,14894,1409047.342936601,0.21795923616022633
ESM10,65,40200,2010-05-04 11:10:00,1287877.0,31106,6945,31106,18870,12236,1409047.342936601,0.21314215906898989
ESM10,66,40560,2010-05-04 11:16:00,71321.0,31106,7736,31106,15305,15801,1409047.342936601,0.21622452260014144
ESM10,67,40860,2010-05-04 11:21:00,423271.75,31106,6721,31106,18638,12468,1409047.342936601,0.21521635697293126
ESM10,68,41040,2010-05-04 11:24:00,-404800.75,31106,8663,31106,25118,5988,1409047.342936601,0.20922908763582587
ESM10,69,41220,2010-05-04 11:27:00,-2814369.0,31106,6570,31106,14261,16845,1409047.342936601,0.2132938982832894
ESM10,70,41520,2010-05-04 11:32:00,-845132.25,31106,7327,31106,15542,15564,1409047.342936601,0.21093422490837779
ESM10,71,42060,2010-05-04 11:41:00,-820913.5,31106,7704,31106,15828,15278,1409047.342936601,0.20715360380633963
ESM10,72,42480,2010-05-04 11:48:00,267556.25,31106,7321,31106,19680,11426,1409047.342936601,0.20131035813026427
ESM10,73,42720,2010-05-04 11:52:00,-977208.0,31106,6214,31106,17874,13232,1409047.342936601,0.20206262457403718
ESM10,74,43260,2010-05-04 12:01:00,-161798.25,31106,6321,31106,16835,14271,1409047.342936601,0.20391821513534367
ESM10,75,43860,2010-05-04 12:11:00,320986.25,31106,7620,31106,16869,14237,1409047.342936601,0.2053417347135601
ESM10,76,44400,2010-05-04 12:20:00,359103.5,31106,7333,31106,16994,14112,1409047.342936601,0.2068707001864592
ESM10,77,44820,2010-05-04 12:27:00,1317817.5,31106,7548,31106,17963,13143,1409047.342936601,0.2055076191088536
ESM10,78,45300,2010-05-04 12:35:00,228403.0,31106,9120,31106,16159,14947,1409047.342936601,0.20523371696778756
ESM10,79,45780,2010-05-04 12:43:00,193721.75,31106,7904,31106,17610,13496,1409047.342936601,0.1978512184144538
ESM10,80,46140,2010-05-04 12:49:00,1396021.0,31106,6975,31106,17592,13514,1409047.342936601,0.1977792065839388
ESM10,81,46800,2010-05-04 13:00:00,-1278580.0,31106,8456,31106,15384,15722,1409047.342936601,0.19030926509355109
ESM10,82,47460,2010-05-04 13:11:00,14098.5,31106,7286,31106,17298,13808,1409047.342936601,0.1889706166012988
ESM10,83,48000,2010-05-04 13:20:00,1673664.25,31106,8929,31106,18472,12634,1409047.342936601,0.18711116826335755
ESM10,84,48420,2010-05-04 13:27:00,-1468542.5,31106,7237,31106,14495,16611,1409047.342936601,0.19008165627210186
ESM10,85,48780,2010-05-04 13:33:00,-143817.0,31106,7509,31106,16986,14120,1409047.342936601,0.18690670610171672
ESM10,86,49260,2010-05-04 13:41:00,225044.0,31106,9125,31106,16151,14955,1409047.342936601,0.18423712467048159
ESM10,87,49740,2010-05-04 13:49:00,322095.5,31106,7097,31106,16144,14962,1409047.342936601,0.18141580402494695
ESM10,88,50100,2010-05-04 13:55:00,725200.75,31106,7081,31106,19354,11752,1409047.342936601,0.18143252105703081
ESM10,89,50460,2010-05-04 14:01:00,-193938.0,31106,6489,31106,17098,14008,1409047.342936601,0.17226772969845047
ESM10,90,50640,2010-05-04 14:04:00,1382892.25,31106,8378,31106,23248,7858,1409047.342936601,0.16825178422169357
ESM10,91,50880,2010-05-04 14:08:00,-2185035.75,31106,7514,31106,12632,18474,1409047.342936601,0.16657879508776441
ESM10,92,51300,2010-05-04 14:15:00,142565.75,31106,7217,31106,17855,13251,1409047.342936601,0.16039735099337749
ESM10,93,51600,2010-05-04 14:20:00,809692.0,31106,7750,31106,20514,10592,1409047.342936601,0.15992413039285025
ESM10,94,51960,2010-05-04 14:26:00,-1686242.75,31106,6700,31106,13902,17204,1409047.342936601,0.16569665016395552
ESM10,95,52260,2010-05-04 14:31:00,-221351.0,31106,5612,31106,16414,14692,1409047.342936601,0.16600784414582395
ESM10,96,52560,2010-05-04 14:36:00,622384.75,31106,6813,31106,17843,13263,1409047.342936601,0.16586124863370411
ESM10,97,52800,2010-05-04 14:40:00,1119576.0,31106,7256,31106,19754,11352,1409047.342936601,0.16655693435350094
ESM10,98,52860,2010-05-04 14:41:00,3887651.5,31106,6742,31106,28177,2929,1409047.342936601,0.16781199768533403
ESM10,99,53040,2010-05-04 14:44:00,-806975.75,31106,9263,31106,10714,20392,1409047.342936601,0.17467626824406868
ESM10,100,53280,2010-05-04 14:48:00,400191.75,31106,7679,31106,19769,11337,1409047.342936601,0.17839645084549605
ESM10,101,53460,2010-05-04 14:51:00,2899248.0,31106,7240,31106,19857,11249,1409047.342936601,0.18037163248247925
ESM10,102,53520,2010-05-04 14:52:00,1289267.0,31106,5421,31106,19275,11831,1409047.342936601,0.17680833279753103
ESM10,103,53640,2010-05-04 14:54:00,-1327017.25,31106,5951,31106,13247,17859,1409047.342936601,0.1774988748151482
ESM10,104,53820,2010-05-04 14:57:00,1063680.75,31106,7924,31106,15136,15970,1409047.342936601,0.17683533723397415
ESM10,105,53880,2010-05-04 14:58:00,235026.75,31106,4337,31106,18806,12300,1409047.342936601,0.16461390085514049
ESM10,106,53940,2010-05-04 14:59:00,1300599.75,31106,5449,31106,23795,7311,1409047.342936601,0.16768983475856747
ESM10,107,54000,2010-05-04 15:00:00,876929.25,31106,6196,31106,26437,4669,1409047.342936601,0.17140873143444996
ESM10,108,54060,2010-05-04 15:01:00,-3366711.5,31106,3318,31106,4587,26519,1409047.342936601,0.18135022182215649
ESM10,109,54180,2010-05-04 15:03:00,-1537660.5,31106,4109,31106,18413,12693,1409047.342936601,0.19518935253648814
ESM10,110,54360,2010-05-04 15:06:00,-840636.5,31106,4705,31106,15096,16010,1409047.342936601,0.19544525171992541
ESM10,111,54660,2010-05-04 15:11:00,-563881.5,31106,4518,31106,15478,15628,1409047.342936601,0.19348292933839131
ESM10,112,54840,2010-05-04 15:14:00,730086.0,31106,2925,31106,18044,13062,1409047.342936601,0.19182022760882145
ESM10,113,65040,2010-05-04 18:04:00,-666499.25,31106,5775,31106,17470,13636,1409047.342936601,0.19295955764161254
ESM10,114,4620,2010-05-05 01:17:00,-26825.25,31106,9511,31106,15646,15460,1409047.342936601,0.19335819456053494
ESM10,115,8100,2010-05-05 02:15:00,893627.0,31106,10042,31106,16379,14727,1409047.342936601,0.19263036070211534
ESM10,116,9540,2010-05-05 02:39:00,135123.25,31106,11892,31106,15842,15264,1409047.342936601,0.18942712016974217
ESM10,117,11400,2010-05-05 03:10:00,-117776.0,31106,11432,31106,16458,14648,1409047.342936601,0.18947984311708352
ESM10,118,13680,2010-05-05 03:48:00,22754.0,31106,11710,31106,16679,14427,1409047.342936601,0.18667652542917765
ESM10,119,17100,2010-05-05 04:45:00,-356736.75,31106,9961,31106,16035,15071,1409047.342936601,0.17582459975567416
ESM10,120,20340,2010-05-05 05:39:00,224618.5,31106,9506,31106,15961,15145,1409047.342936601,0.17478300006429628
ESM10,121,23040,2010-05-05 06:24:00,45478.5,31106,9538,31106,16124,14982,1409047.342936601,0.17529351250562591
ESM10,122,24960,2010-05-05 06:56:00,567270.75,31106,9927,31106,16593,14513,1409047.342936601,0.17567414646691956
ESM10,123,26040,2010-05-05 07:14:00,331711.25,31106,8850,31106,17196,13910,1409047.342936601,0.17170449430977947
ESM10,124,26760,2010-05-05 07:26:00,583336.75,31106,9270,31106,17601,13505,1409047.342936601,0.17083263679032984
ESM10,125,27360,2010-05-05 07:36:00,64413.5,31106,8139,31106,15832,15274,1409047.342936601,0.17181765575773164
ESM10,126,28080,2010-05-05 07:48:00,-878746.0,31106,8365,31106,16483,14623,1409047.342936601,0.17048415096765898
ESM10,127,28740,2010-05-05 07:59:00,1213599.5,31106,7393,31106,18937,12169,1409047.342936601,0.16982704301420948
ESM10,128,29040,2010-05-05 08:04:00,-697871.25,31106,8853,31106,15803,15303,1409047.342936601,0.17107953449495275
ESM10,129,29520,2010-05-05 08:12:00,-188546.25,31106,8536,31106,16216,14890,1409047.342936601,0.17062174500096444
ESM10,130,30060,2010-05-05 08:21:00,-563985.25,31106,9820,31106,18717,12389,1409047.342936601,0.16882916479135859
ESM10,131,30600,2010-05-05 08:30:00,4722553.25,31106,11952,31106,21965,9141,1409047.342936601,0.1702758310293834
ESM10,132,30660,2010-05-05 08:31:00,2211803.75,31106,8787,31106,24732,6374,1409047.342936601,0.17830386420626246
ESM10,133,30780,2010-05-05 08:33:00,-1257239.0,31106,10495,31106,11053,20053,1409047.342936601,0.18786343470713046
ESM10,134,30900,2010-05-05 08:35:00,861533.5,31106,9898,31106,17455,13651,1409047.342936601,0.18989648299363468
ESM10,135,31020,2010-05-05 08:37:00,-44034.5,31106,10950,31106,19854,11252,1409047.342936601,0.19098180415353952
ESM10,136,31140,2010-05-05 08:39:00,459507.75,31106,11965,31106,22610,8496,1409047.342936601,0.19466983861634413
ESM10,137,31200,2010-05-05 08:40:00,-304312.5,31106,8957,31106,15524,15582,1409047.342936601,0.20297563171092395
ESM10,138,31380,2010-05-05 08:43:00,-2870188.75,31106,11419,31106,9996,21110,1409047.342936601,0.20225294155468398
ESM10,139,31500,2010-05-05 08:45:00,103782.5,31106,8134,31106,16398,14708,1409047.342936601,0.20451102681154762
ESM10,140,31740,2010-05-05 08:49:00,-436287.5,31106,10505,31106,15756,15350,1409047.342936601,0.20361087893010996
ESM10,141,31920,2010-05-05 08:52:00,1992422.25,31106,9441,31106,18852,12254,1409047.342936601,0.19397672474763711
ESM10,142,32040,2010-05-05 08:54:00,4229159.5,31106,10221,31106,22188,8918,1409047.342936601,0.19446280460361345
ESM10,143,32160,2010-05-05 08:56:00,1162443.5,31106,10758,31106,14800,16306,1409047.342936601,0.20003471998971259
ESM10,144,32280,2010-05-05 08:58:00,886914.25,31106,9369,31106,16159,14947,1409047.342936601,0.19462354529672732
ESM10,145,32460,2010-05-05 09:01:00,-579537.25,31106,11297,31106,12442,18664,1409047.342936601,0.19327975310229537
ESM10,146,32580,2010-05-05 09:03:00,1048244.0,31106,7447,31106,21386,9720,1409047.342936601,0.19617308557834501
ESM10,147,32820,2010-05-05 09:07:00,-258709.0,31106,11064,31106,10043,21063,1409047.342936601,0.20072911978396452
ESM10,148,32940,2010-05-05 09:09:00,1325629.0,31106,7030,31106,20276,10830,1409047.342936601,0.20241239632225294
ESM10,149,33120,2010-05-05 09:12:00,-486079.25,31106,9347,31106,14091,17015,1409047.342936601,0.19225229859191154
ESM10,150,33300,2010-05-05 09:15:00,326390.0,31106,8274,31106,18655,12451,1409047.342936601,0.18790972802674724
ESM10,151,33420,2010-05-05 09:17:00,3605643.0,31106,8911,31106,23859,7247,1409047.342936601,0.18647720696971645
ESM10,152,33540,2010-05-05 09:19:00,1694102.0,31106,11304,31106,9755,21351,1409047.342936601,0.19162348100045007
ESM10,153,33780,2010-05-05 09:23:00,-1139441.5,31106,10105,31106,15192,15914,1409047.342936601,0.1942930624316852
ESM10,154,34020,2010-05-05 09:27:00,264946.75,31106,8340,31106,18389,12717,1409047.342936601,0.19179193724683341
ESM10,155,34320,2010-05-05 09:32:00,-1257804.75,31106,8848,31106,15586,15520,1409047.342936601,0.19490259113997299
ESM10,156,34560,2010-05-05 09:36:00,-667139.0,31106,6857,31106,14662,16444,1409047.342936601,0.19076191088535974
ESM10,157,34920,2010-05-05 09:42:00,2043125.25,31106,9948,31106,19427,11679,1409047.342936601,0.18130907220471934
ESM10,158,35100,2010-05-05 09:45:00,-36.25,31106,8260,31106,17115,13991,1409047.342936601,0.1722947341348936
ESM10,159,35220,2010-05-05 09:47:00,458146.5,31106,6979,31106,19629,11477,1409047.342936601,0.16020189031055102
ESM10,160,35400,2010-05-05 09:50:00,-897651.25,31106,7747,31106,13603,17503,1409047.342936601,0.16176557577316272
ESM10,161,35700,2010-05-05 09:55:00,-358910.75,31106,7759,31106,15547,15559,1409047.342936601,0.16368546261171479
ESM10,162,36060,2010-05-05 10:01:00,219943.75,31106,7363,31106,21089,10017,1409047.342936601,0.16359673374911593
ESM10,163,36240,2010-05-05 10:04:00,1456325.25,31106,8206,31106,17465,13641,1409047.342936601,0.16751237703336977
ESM10,164,36480,2010-05-05 10:08:00,-645734.25,31106,9335,31106,20290,10816,1409047.342936601,0.1675059474056452
ESM10,165,36780,2010-05-05 10:13:00,-2206382.75,31106,6621,31106,11236,19870,1409047.342936601,0.17347778563621166
ESM10,166,37200,2010-05-05 10:20:00,1340112.0,31106,8499,31106,16941,14165,1409047.342936601,0.1779669517134958
ESM10,167,37620,2010-05-05 10:27:00,367490.0,31106,8213,31106,16733,14373,1409047.342936601,0.17938018388735291
ESM10,168,38220,2010-05-05 10:37:00,-537999.25,31106,8557,31106,15918,15188,1409047.342936601,0.17973381341220343
ESM10,169,38820,2010-05-05 10:47:00,683239.25,31106,7658,31106,16386,14720,1409047.342936601,0.1787552240725262
ESM10,170,39000,2010-05-05 10:50:00,929521.75,31106,6183,31106,20010,11096,1409047.342936601,0.17920658393878994
ESM10,171,39420,2010-05-05 10:57:00,-1609437.0,31106,6719,31106,17152,13954,1409047.342936601,0.18441329647013438
ESM10,172,39720,2010-05-05 11:02:00,127607.5,31106,6802,31106,16879,14227,1409047.342936601,0.18573522793030284
ESM10,173,39960,2010-05-05 11:06:00,69711.25,31106,6062,31106,17248,13858,1409047.342936601,0.18610300263614737
ESM10,174,40620,2010-05-05 11:17:00,-910957.5,31106,8374,31106,16185,14921,1409047.342936601,0.18616987076448274
ESM10,175,41040,2010-05-05 11:24:00,1515380.0,31106,7448,31106,18503,12603,1409047.342936601,0.18434900019288883
ESM10,176,41880,2010-05-05 11:38:00,-1687203.25,31106,9708,31106,16843,14263,1409047.342936601,0.18778370732334598
ESM10,177,42180,2010-05-05 11:43:00,439950.75,31106,7194,31106,18453,12653,1409047.342936601,0.18824664051951392
ESM10,178,42840,2010-05-05 11:54:00,320172.25,31106,8129,31106,16851,14255,1409047.342936601,0.18762425255577703
ESM10,179,43620,2010-05-05 12:07:00,530548.75,31106,9172,31106,16956,14150,1409047.342936601,0.1889719025268437
ESM10,180,44580,2010-05-05 12:23:00,112618.5,31106,8932,31106,17500,13606,1409047.342936601,0.18992348743007781
ESM10,181,45420,2010-05-05 12:37:00,-252193.0,31106,8560,31106,16538,14568,1409047.342936601,0.18835851604192116
ESM10,182,46080,2010-05-05 12:48:00,-79087.25,31106,8238,31106,16209,14897,1409047.342936601,0.18137979810968946
ESM10,183,46800,2010-05-05 13:00:00,331108.25,31106,9177,31106,18357,12749,1409047.342936601,0.17041985469041343
ESM10,184,47160,2010-05-05 13:06:00,118812.75,31106,7973,31106,16122,14984,1409047.342936601,0.16823892496624446
ESM10,185,47760,2010-05-05 13:16:00,-162931.75,31106,8419,31106,19532,11574,1409047.342936601,0.16652478621487815
ESM10,186,48180,2010-05-05 13:23:00,-1743049.0,31106,6260,31106,14392,16714,1409047.342936601,0.16611071818941683
ESM10,187,48540,2010-05-05 13:29:00,23418.25,31106,6379,31106,17333,13773,1409047.342936601,0.15852890117662188
ESM10,188,48840,2010-05-05 13:34:00,657447.75,31106,7444,31106,18885,12221,1409047.342936601,0.16078055680576095
ESM10,189,49140,2010-05-05 13:39:00,1015485.0,31106,8127,31106,19254,11852,1409047.342936601,0.1579193724683341
ESM10,190,49260,2010-05-05 13:41:00,-343278.5,31106,5719,31106,15479,15627,1409047.342936601,0.16159197582459975
ESM10,191,49560,2010-05-05 13:46:00,1052610.5,31106,10042,31106,18892,12214,1409047.342936601,0.16142609142930625
ESM10,192,49740,2010-05-05 13:49:00,-284080.5,31106,7142,31106,17232,13874,1409047.342936601,0.16147752845110269
ESM10,193,49920,2010-05-05 13:52:00,746218.75,31106,7886,31106,19673,11433,1409047.342936601,0.15510448145052402
ESM10,194,50160,2010-05-05 13:56:00,-763120.25,31106,6964,31106,14193,16913,1409047.342936601,0.15943419276023918
ESM10,195,50400,2010-05-05 14:00:00,141890.75,31106,8008,31106,17073,14033,1409047.342936601,0.16040378062110203
ESM10,196,50880,2010-05-05 14:08:00,377429.25,31106,8983,31106,16534,14572,1409047.342936601,0.15835787307914873
ESM10,197,51240,2010-05-05 14:14:00,213389.5,31106,6585,31106,17839,13267,1409047.342936601,0.15211856233524079
ESM10,198,51720,2010-05-05 14:22:00,664457.75,31106,8278,31106,16686,14420,1409047.342936601,0.14797273837844788
ESM10,199,52020,2010-05-05 14:27:00,1220560.75,31106,7864,31106,17409,13697,1409047.342936601,0.14335626567221757
ESM10,200,52440,2010-05-05 14:34:00,2082300.5,31106,8341,31106,18921,12185,1409047.342936601,0.1438629203369125
ESM10,201,52680,2010-05-05 14:38:00,1752230.75,31106,8411,31106,17963,13143,1409047.342936601,0.14420497653185879
